id,region,subregion,country,location,lat,lon,year,depth,severity_code,bleaching_severity,coral_family,coral_species,percentage_affected,mortality_code,mortality,water_temperature,source,country_code
3312,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Kings Beach,-20,148.275,2002,,3,High,,,,Unknown,,,GBRMPA Data 2002,AUS_GBR
3313,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Nelly Bay,-20.083,148.525,2002,,3,High,,,,Unknown,,,GBRMPA Data 2002,AUS_GBR
3314,Australia,Australia and Papua New Guinea,Torres Strait & Great Barrier Reef,Flora point,-24,151.6,2002,,3,High,,,,Unknown,,,GBRMPA Data 2002,AUS_GBR
3315,Asia,Southeast Asia,Peninsular,"Telok Mat Delah, Pulau Redang",5.781,102.996,1998,3-10m,1,Low,,"Acropora, Fungia, Montipora, Pocillopora",5,Unknown,,1,"Kushairi, M.R.M., 1998 The 1998 bleaching catastrophe of corals in the South China Sea. Proceedings of the JSPS Joint Seminar on Marine and Fisheries Sciences, Bali, Indonesia. 7-9 December, 1998.",MYS_PEN
3316,Asia,Southeast Asia,Peninsular,"Pulau Pinang, Pulau Redang Marine Park",5.744,103.033,1998,2-5m,1,Low,,"Acropora, Fungia, Turbinaria, Porites.",10,Unknown,,1,"Kushairi, M.R.M., 1998 The 1998 bleaching catastrophe of corals in the South China Sea. Proceedings of the JSPS Joint Seminar on Marine and Fisheries Sciences, Bali, Indonesia. 7-9 December, 1998.",MYS_PEN
3317,Asia,Southeast Asia,Peninsular,"Pulau Tulai, Pulau Tioman Marine Park",2.921,104.11,1998,1.5-10m,1,Low,,"Acropora, Pocillopora, Turbinaria.",20,Unknown,,1,"Kushairi, M.R.M., 1998 The 1998 bleaching catastrophe of corals in the South China Sea. Proceedings of the JSPS Joint Seminar on Marine and Fisheries Sciences, Bali, Indonesia. 7-9 December, 1998.",MYS_PEN
3318,Asia,Southeast Asia,Peninsular,"Mango Beach, Pulau Tioman Marine Park",2.814,104.212,1998,1-3m,1,Low,,"Acropora, Fungia, Montipora.",15,Unknown,,1,"Kushairi, M.R.M., 1998 The 1998 bleaching catastrophe of corals in the South China Sea. Proceedings of the JSPS Joint Seminar on Marine and Fisheries Sciences, Bali, Indonesia. 7-9 December, 1998.",MYS_PEN
3319,Asia,Southeast Asia,Peninsular,"Pulau Labas, Pulau Tioman Marine Park",2.894,104.072,1998,,2,Medium,,"Montipora, Favia, Porites, Turbinaria..",35,Unknown,,1,"Kushairi, M.R.M., 1998 The 1998 bleaching catastrophe of corals in the South China Sea. Proceedings of the JSPS Joint Seminar on Marine and Fisheries Sciences, Bali, Indonesia. 7-9 December, 1998.",MYS_PEN
3321,Asia,North and East Asia,Japan,"Cape Maeda, Okinawa",26.44,127.774,1998,to 10,3,High,,"Platygyra lamellina, Acropora monticulosa, Pocillopora eudoxii, Montipora informis",100,High,16,30.9,"Mitsuaki Takata http://www.cosmos.ne.jp/~acropora/
http://uri.sakura.ne.jp/~dd/cb/full1998.htm",JPN
3322,Asia,North and East Asia,Japan,"Cape Maeda, Okinawa",26.44,127.774,2001,,-1,Unknown,,,,Unknown,,30,"Mitsuaki Takata http://www.cosmos.ne.jp/~acropora/
http://uri.sakura.ne.jp/~dd/cb/full2001.htm",JPN
3323,Africa,Southwest Indian Ocean,R�union,"PlanchAlize, La Saline-les-Bains reef",-21.08,55.233,2001,0.4-1.0m,2,Medium,,,31,Low,1,,Michael Rard unpublished data,REU
3324,Africa,Southwest Indian Ocean,R�union,Saint Leu,-21.158,55.289,2001,0.4-1.0m,1,Low,,,1,Low,1,,Michael Rard unpublished data,REU
3325,Africa,Southwest Indian Ocean,R�union,"Trou d'Eau, La Saline-les-Bains",-21.0867,55.2407,2001,0.4-1.0m,3,High,,,50,High,50,,Michael Rard unpublished data,REU
3326,Asia,Southeast Asia,Indonesia,Bali Barat,-8.14,114.44,2002,,1,Low,,Pocilloporids,,Unknown,,,Paul Marshall (personal communication),IDN
3327,Pacific,US Pacific Islands,Hawaiian Islands (USA),"Pearl & Hermes Atoll, Northwest Hawaiian Islands",27.83,-175.83,2002,,3,High,,"Montipora, Pocillopora",,Medium,,27,"Press Release: http://www.hawaiianatolls.org/news/pr/PR_10_3.pdf and
Rusty Brainard, NOAA/NMFS,  Honolulu, Hawaii in  NOAA Bleaching Report Page
http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_report_index.html",USA_HAW
3328,Pacific,US Pacific Islands,Hawaiian Islands (USA),"Midway Atoll, Northwest Hawaiian Islands",28.2,-177.35,2002,,3,High,,"Montipora, Pocillopora, Porites",,Medium,,28,"Press Release: http://www.hawaiianatolls.org/news/pr/PR_10_3.pdf and
Rusty Brainard, NOAA/NMFS,  Honolulu, Hawaii in  NOAA Bleaching Report Page
http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_report_index.html",USA_HAW
3329,Pacific,US Pacific Islands,Hawaiian Islands (USA),"Kure Atoll, Northwest Hawaiian Islands",28.43,178.33,2002,,2,Medium,,"Montipora, Pocillopora",,High,,,Press Release: http://www.hawaiianatolls.org/news/pr/PR_10_3.pdf,USA_HAW
3881,Pacific,US Pacific Islands,Palmyra Atoll,Palmyra Atoll,5.869,-162.071,2002,reef flat,1,Low,,"Acropora, Porites",,No Mortality,,,"Chris Depkin, USFWS, Palmyra Atoll NWR in NOAA Bleaching Report Page http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_report_index.html",UMI_PAL
3882,Pacific,US Pacific Islands,Palmyra Atoll,"Penguin Spit, South of Sand Island, Palmyra Atoll",5.869,-162.071,2002,shallow,1,Low,,"Acropora, Fungia, plate coral",,No Mortality,,,"Chris Depkin, USFWS, Palmyra Atoll NWR in NOAA Bleaching Report Page http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_report_index.html",UMI_PAL
3883,Pacific,Southeast and Central Pacific,French Polynesia,Tahiti - Trou du Souffleru,-17.455,-149.075,2002,,2,Medium,,"Bleaching occur mostly
for tabular Acroporid forms, ~10-30% of colonies were bleached,",,Low,1,,"Serge Andrefouet, personal comunicaton",PYF
3884,Pacific,Southeast and Central Pacific,French Polynesia,Tahiti - Punaauia PK 18,-17.644,-149.237,2002,0-4m,1,Low,,"small (<20cm diameter) branching colonies (Acorporids, Pocillopra) and encrusting Montipora; No bleaching on MAssive Porites (largest 25% of massive corals is ~2meters); total cover - 1-10%",5,Unknown,,,"Serge Andrefouet & Claude Payri, personal comunicaton",PYF
3885,Pacific,Southeast and Central Pacific,French Polynesia,Tahiti - Pointe de Pecheurs: zone 1,-17.625,-149.263,2002,2-4m,2,Medium,,,,Unknown,,,"Serge Andrefouet & Claude Payri, personal comunicaton",PYF
3886,Pacific,Southeast and Central Pacific,French Polynesia,Tahiti - Pointe de Pecheurs: zone 2,-17.625,-149.263,2002,0-2,2,Medium,,Branching forms are small (diameter<30cm) and more heavily impacted ; Encrusing forms abundant but occasional bleaching.,,Unknown,,,"Serge Andrefouet & Claude Payri, personal comunicaton",PYF
3887,Asia,Southeast Asia,Thailand,Phuket Island,8.095,98.302,2002,,1,Low,,,20,Unknown,,,"Techawongtham, W., 2002.  Local reefs `unaffected by El Nino' : Coral intact despite bleaching concerns. http://www.bangkokpost.com 30 Oct, 2002",THA
3888,Asia,Southeast Asia,Thailand,Surin Island,9.387,97.889,2002,,1,Low,,,20,Unknown,,,"Techawongtham, W., 2002.  Local reefs `unaffected by El Nino' : Coral intact despite bleaching concerns. http://www.bangkokpost.com 30 Oct, 2002",THA
3889,Asia,Southeast Asia,Thailand,Similan Island,8.658,97.646,2002,,1,Low,,,20,Unknown,,,"Techawongtham, W., 2002.  Local reefs `unaffected by El Nino' : Coral intact despite bleaching concerns. http://www.bangkokpost.com 30 Oct, 2002",THA
3890,Pacific,Micronesia,Marshall Islands,Majuro Atoll,7.09,171.198,2002,,-1,Unknown,, Acroporas (at least cerealis and robusta and maybe nana,,Unknown,,,"Silvia Pinca Coral-list@coral.aoml.noaa.gov
4/11/2002",MHL
3891,Pacific,Micronesia,Marshall Islands,Jaluit (South west of Majuro),5.993,169.602,2002,,-1,Unknown,,,,Unknown,,,"Silvia Pinca Coral-list@coral.aoml.noaa.gov
4/11/2002",MHL
3892,Asia,Southeast Asia,Borneo,"Malohom Bay, Gaya Island, Sabah",6.022,116.034,2002,,1,Low,,"Acropora, Fungia",,Unknown,,29,Wilson Alex MERC Sabah (personal communication),MYS_BOR
3893,Asia,South Asia,India,Gulf Of Mannar,9.2912,79.1852,2002,shallow,-1,Unknown,,,,Unknown,,,"Coral Bleaching and Mortality � the 1998 Event 4 Years Later and Bleaching to 2002. In: C.R. Wilkinson (ed.), Status of coral reefs of the world:2002. GCRMN Report, Australian Institute of Marine Science, Townsville. Chapter 1, pp 33-44",IND
3894,Asia,North and East Asia,Japan,Ishigaki Island,24.351,124.113,2001,,-1,Unknown,,,,Medium,45.7,,"Dai, et al. 2002.  Status of Coral Reefs in East and North Asia: China, Korea, Japan and Taiwan. In: C.R. Wilkinson (ed.), Status of coral reefs of the world:2002.",JPN
3895,Asia,Southeast Asia,Vietnam,Nha Trang,13.506,109.333,2002,,0,No Bleaching,,,,Unknown,,,"Bernard O'Callaghan, personal comunicaton",VNM
3896,Asia,Southeast Asia,Indonesia,Bunaken National Park,1.6142,124.73,1998,,2,Medium,,"Branching, table form and brain coral",50,Unknown,,30,"Harahap, Z. 1998. Documenting Coral-bleaching in Bunaken National Park
online document http://www.nrm.or.id/Content/Resources/headlineNews/HeadlineNews.asp?NewsID=1998-13-07",IDN
3897,Pacific,Southwest Pacific,Fiji,Mamanucas,-17.734,177.14,2002,2-15m,1,Low,,Acropora,5,Unknown,,30.5,"Walker, D., J.L. Solandt, S. Haycock, J. Taylor, S. Harding and P. Raines, 2002
Fiji Reef Conservation Project 2002 : Reef Check Report (2001-2002). Coral Cay Conservation Ltd. London. p27.",FJI
3898,Africa,Southwest Indian Ocean,Mauritius,"North of Rodrigues, Mauritius",-19.638,63.396,2002,reef flat,3,High,,,,Medium,,,"Coral Bleaching and Mortality � the 1998 Event 4 Years Later and Bleaching to 2002. In: C.R. Wilkinson (ed.), Status of coral reefs of the world:2002. GCRMN Report, Australian Institute of Marine Science, Townsville. Chapter 1, pp 33-44",MUS
3899,Africa,Eastern Africa,South Africa,"Two-Mile Reef, Sodwana Bay",-27.526,32.688,2000,"6-10m pinnacle, 24-27m fore reef",1,Low,,"M. aequituberculata, M. monasteriata and
M. tuberculosa (55:0 +-24:4% of all the Montipora
colonies), A. spongiosa and A. clathrata. The
Alcyoniidae S. dura, L. depressum and to a lesser
extent L. patulum,  sponge S. kelleri",12.2,Unknown,,27.5,"Celliers, L. and M. H. Schleyer, 2002.  Coral bleaching on high-latitude marginal reefs at Sodwana Bay, South Africa. Marine Pollution Bulletin Volume 44, Issue 12: 1380-1387",ZAF
3900,Africa,Eastern Africa,South Africa,"Four-Mile Reef, Sodwana Bay",-27.506,32.692,2000,18-24m,0,No Bleaching,,A. hyacinthus and A. austera,0,Unknown,,27.5,"Celliers, L. and M. H. Schleyer, 2002.  Coral bleaching on high-latitude marginal reefs at Sodwana Bay, South Africa. Marine Pollution Bulletin Volume 44, Issue 12: 1380-1387",ZAF
3901,Africa,Eastern Africa,South Africa,"Seven-Mile Reef, Sodwana Bay",-27.422,32.739,2000,,0,No Bleaching,,,0,No Mortality,,27.5,"Celliers, L. and M. H. Schleyer, 2002.  Coral bleaching on high-latitude marginal reefs at Sodwana Bay, South Africa. Marine Pollution Bulletin Volume 44, Issue 12: 1380-1387",ZAF
3902,Africa,Eastern Africa,South Africa,"Nine-Mile Reef, Sodwana Bay",-27.421,32.732,2000,6-18m,-1,Unknown,,"Similar to TMR, primarily affecting Montipora and
Alveopora spp. and the sponge S. kelleri",,Unknown,,27.5,"Celliers, L. and M. H. Schleyer, 2002.  Coral bleaching on high-latitude marginal reefs at Sodwana Bay, South Africa. Marine Pollution Bulletin Volume 44, Issue 12: 1380-1387",ZAF
3903,Australia,Australia and Papua New Guinea,Australia (North),Ashmore,-12.169,122.833,2003,,1,Low,,,10,Unknown,,,"Suzanne Ferguson's Report in
NOAA's Coral Reef Watch project",AUS_NOR
3904,Australia,Australia and Papua New Guinea,Australia,Garig Gunak Barlu National Park,-11.22,132.23,2002,1.5-4m,3,High,,Acropora,100,Medium,30,27,ReefBase online Report - Dr Victor Gomelyuk,AUS
3906,Australia,Australia and Papua New Guinea,Australia,Garig Gunak Barlu National Park,-11.22,132.23,2003,1.5-4m,3,High,,Acropora,100,Medium,30,27,ReefBase online Report - Dr Victor Gomelyuk,AUS
3907,Africa,Eastern Africa,Mozambique,"Baixo de St. Antonio, Angoche",-16.02,40.13,1999,3-7m,1,Low,,,2,Unknown,,,"Schleyer et al, 1999.  A preliminary assessment of coral bleaching in Mozambique. South African Association for Marine Biological Research Unpublished Report no. 168 PO Box 10712, Marine Parade 4056, Durban, South Africa",MOZ
3908,Africa,Eastern Africa,Mozambique,"Mafamede Island, Angoche",-16.03,40.05,1999,3-7m,1,Low,,,2,Unknown,,,"Schleyer et al, 1999.  A preliminary assessment of coral bleaching in Mozambique. South African Association for Marine Biological Research Unpublished Report no. 168 PO Box 10712, Marine Parade 4056, Durban, South Africa",MOZ
3909,Africa,Eastern Africa,Mozambique,"Lighthouse Reef, Inner Two-Mile Reef",-21.516,35.483,1999,1-3.5m,1,Low,,,1,Unknown,,,"Schleyer et al, 1999.  A preliminary assessment of coral bleaching in Mozambique. South African Association for Marine Biological Research Unpublished Report no. 168 PO Box 10712, Marine Parade 4056, Durban, South Africa",MOZ
3910,Africa,Eastern Africa,Mozambique,"Coral Garden (Ponta da Barra), Inhambane",-23.78,35.516,1999,1-5m,1,Low,,Acropora sp.,1,Unknown,,,"Schleyer et al, 1999.  A preliminary assessment of coral bleaching in Mozambique. South African Association for Marine Biological Research Unpublished Report no. 168 PO Box 10712, Marine Parade 4056, Durban, South Africa",MOZ
3911,Asia,South Asia,Maldives,Ari Atoll,4.006,72.81,2003,,0,No Bleaching,,,0,No Mortality,,30,"Norbert Schmid
Coral-list@coral.aoml.noaa.gov
4/14/2003",MDV
3912,Africa,Eastern Africa,Tanzania,Tanga Town to Kigombe village,-5.187,39.103,2003,,1,Low,,Pocillopora sp,,No Mortality,,28,"Hassan Kalombo - Reef Monitroing Co-ordinator TCZCDP
Coral-list@coral.aoml.noaa.gov
4/16/2003",TZA
3913,NA,NA,Zanzibar Islands,Chumbe Island Marine Park,-6.271,39.175,2003,,1,Low,,"Acropora sp., Stylophora sp. and Porites sp., Pocillopora, Montipora, Hydnophora, Echinopora",,No Mortality,,,"Oliver Taylor, Ecological Consultant, Institute of Marine Science, Zanzibar
Coral-list@coral.aoml.noaa.gov 4/21/2003 and
David Obura Coral-list@coral.aoml.noaa.gov 5/8/2003",TZA_ZAN
3914,NA,NA,Zanzibar Islands,Changu,-6.426,39.346,2003,,1,Low,,"Acropora sp., Stylophora sp. and Porites sp.,  Pocillopora, Montipora, Hydnophora, Echinopora",,No Mortality,,,"Oliver Taylor, Ecological Consultant, Institute of Marine Science, Zanzibar
Coral-list@coral.aoml.noaa.gov 4/21/2003 and
David Obura Coral-list@coral.aoml.noaa.gov 5/8/2003",TZA_ZAN
3915,NA,NA,Zanzibar Islands,Bawe Island,-6.246,39.166,2003,,1,Low,,"Acropora sp., Stylophora sp. and Porites sp.,  Pocillopora, Montipora, Hydnophora, Echinopora",,No Mortality,,,"Oliver Taylor, Ecological Consultant, Institute of Marine Science, Zanzibar
Coral-list@coral.aoml.noaa.gov 4/21/2003 and
David Obura Coral-list@coral.aoml.noaa.gov 5/8/2003",TZA_ZAN
3916,NA,NA,Zanzibar Islands,Kizimkizi,-6.2742,39.2848,2003,,1,Low,,"Acropora sp., Stylophora sp. and Porites sp.,  Pocillopora, Montipora, Hydnophora, Echinopora",,No Mortality,,,"Oliver Taylor, Ecological Consultant, Institute of Marine Science, Zanzibar
Coral-list@coral.aoml.noaa.gov 4/21/2003 and
David Obura Coral-list@coral.aoml.noaa.gov 5/8/2003",TZA_ZAN
3917,Africa,Eastern Africa,Tanzania,"Mkwaja Village, Tanga Region",-5.78,38.85,2003,,-1,Unknown,,"Fungia, Porites, Acropora",,Low,,28.6,"Eric Verheij - TA TCZCDP, Hassan Kalombo - Reef Monitroing Co-ordinator TCZCDP
Coral-list@coral.aoml.noaa.gov
4/22/2003",TZA
3918,Africa,Eastern Africa,Kenya,Kiunga,-1.986,41.383,2003,0.3-1.0m,1,Low,,"Pocillopora, Montipora, Hydnophora, Echinopora, Pocillopora, Platygyra, Acropora, Montipora, various faviids and fungiids, Pavona.",10,Unknown,,,"David Obura
Coral-list@coral.aoml.noaa.gov 5/8/2003",KEN
3919,Africa,Eastern Africa,Kenya,Malindi,-3.215,40.127,2003,0.3-1.0m,1,Low,,"Pocillopora, Montipora, Hydnophora, Echinopora, Pocillopora, Platygyra, Acropora, Montipora, various faviids and fungiids, Pavona.",10,Unknown,,,"David Obura
Coral-list@coral.aoml.noaa.gov 5/8/2003",KEN
3920,Africa,Eastern Africa,Kenya,Mombasa Marine Park,-3.985,39.762,2003,"0.3-1.0m, 12-15m",1,Low,,"Pocillopora, Montipora, Hydnophora, Echinopora, Pocillopora, Platygyra, Acropora, Montipora, various faviids and fungiids, Pavona.",10,Unknown,,31.2,"David Obura
Coral-list@coral.aoml.noaa.gov 5/8/2003",KEN
3921,Asia,South Asia,Maldives,Kuda Ambaraa(Vaavu atoll),3.425,73.422,2003,1-10m,2,Medium,,"Acropora, Pocillopora, Pavona, Favia, Favites, Goniastrea, Platygyra",66,Low,,30,"Hussein Zahir (personal communication)
Marine Research Center, Ministry of Fisheries, Agriculture and Marine Resources, Maldives
	hzahir@marineresearch.gov.mv",MDV
3922,Asia,South Asia,Maldives,Wattaru(Vaavu atoll),3.225,73.43,2003,1-10m,2,Medium,,"Acropora, Pocillopora, Pavona, Favia, Favites, Goniastrea, Platygyra",34,Low,,30,"Hussein Zahir (personal communication)
Marine Research Center, Ministry of Fisheries, Agriculture and Marine Resources, Maldives
	hzahir@marineresearch.gov.mv",MDV
3923,Asia,South Asia,Maldives,Foththeyo(Vaavu atoll),3.448,73.754,2003,1-10m,1,Low,,"Acropora, Pocillopora, Pavona, Favia, Favites, Goniastrea, Platygyra",11,Low,,30,"Hussein Zahir (personal communication)
Marine Research Center, Ministry of Fisheries, Agriculture and Marine Resources, Maldives
	hzahir@marineresearch.gov.mv",MDV
3924,Asia,South Asia,Maldives,Faavu atoll,3.203,72.919,2003,1-10m,1,Low,,"Acroporids, Pocilloporids, Fungids, Faviids",20,Low,,29,"Hussein Zahir (personal communication)
Marine Research Center, Ministry of Fisheries, Agriculture and Marine Resources, Maldives
	hzahir@marineresearch.gov.mv",MDV
3925,Asia,South Asia,Maldives,"Addu atoll, Hithadhoo reef, Vilingili reef",-0.69,73.183,2003,1-10m,1,Low,,"Echinoporids, Acroporids, Pocilloporids,  Fungids",10,Low,,29,"Hussein Zahir (personal communication)
Marine Research Center, Ministry of Fisheries, Agriculture and Marine Resources, Maldives
	hzahir@marineresearch.gov.mv",MDV
3926,Middle East,Persian Gulf,Bahrain,Abul Thalma,26.275,50.94,1996,,3,High,,"Acropora arabensis, A. clathata, Pocillopora damicornis, Platygyra daedalea, Porites lobata, Favia pallida",100,Medium,,32.22,"Uwate, K.R., J. Almeshkhas and H. Almahgani, 1997
Field observation of coral bleaching in Bahrain in 1996. Directorate of Fisheries, Ministry of Works and Agricalture, State of Bahrain.",BHR
3927,Middle East,Persian Gulf,Bahrain,"Half Tanker, Fasht Al Adhom",26.077,50.762,1996,,3,High,,"Acropora arabensis, Platygyra daedalea, Cyphastrea sp., Coscinarea monile",100,High,5,32.22,"Uwate, K.R., J. Almeshkhas and H. Almahgani, 1997
Field observation of coral bleaching in Bahrain in 1996. Directorate of Fisheries, Ministry of Works and Agricalture, State of Bahrain.",BHR
3928,Middle East,Persian Gulf,Bahrain,"Al Dar Island, Fasht Al Adhom",26.127,50.679,1996,,3,High,,"Acropora arabensis, Platygyra daedalea, Stylophora sp., Favia pallida",100,High,,32.22,"Uwate, K.R., J. Almeshkhas and H. Almahgani, 1997
Field observation of coral bleaching in Bahrain in 1996. Directorate of Fisheries, Ministry of Works and Agricalture, State of Bahrain.",BHR
3929,Middle East,Persian Gulf,Bahrain,"Double Pipe Marker, Fasht Al Adhom",26.076,50.767,1996,,3,High,,"Acropora arabensis, Platygyra daedalea, Favia pallida",100,Medium,50,32.22,"Uwate, K.R., J. Almeshkhas and H. Almahgani, 1997
Field observation of coral bleaching in Bahrain in 1996. Directorate of Fisheries, Ministry of Works and Agricalture, State of Bahrain.",BHR
3930,Middle East,Persian Gulf,Bahrain,"Single Pipe Marker, Fasht Al Adhom",26.04,50.894,1996,,3,High,,,100,Unknown,,32.22,"Uwate, K.R., J. Almeshkhas and H. Almahgani, 1997
Field observation of coral bleaching in Bahrain in 1996. Directorate of Fisheries, Ministry of Works and Agricalture, State of Bahrain.",BHR
3931,Middle East,Persian Gulf,Bahrain,"Concrete Marker, Fasht Al Adhom",25.988,50.884,1996,,3,High,,,100,Unknown,,32.22,"Uwate, K.R., J. Almeshkhas and H. Almahgani, 1997
Field observation of coral bleaching in Bahrain in 1996. Directorate of Fisheries, Ministry of Works and Agricalture, State of Bahrain.",BHR
3932,Middle East,Persian Gulf,Bahrain,"Jabari, South east of bahrain",25.918,50.697,1996,,3,High,,"Favia pallida, Porites compressa",80,Medium,40,32.22,"Uwate, K.R., J. Almeshkhas and H. Almahgani, 1997
Field observation of coral bleaching in Bahrain in 1996. Directorate of Fisheries, Ministry of Works and Agricalture, State of Bahrain.",BHR
3933,Middle East,Persian Gulf,Bahrain,West Fasht al Dibal,26.25,50.929,1996,,3,High,,"Acropora arabensis, Platygyra daedalea, Porites compressa, Cyphastrea sp.",80,High,80,32.22,"Uwate, K.R., J. Almeshkhas and H. Almahgani, 1997
Field observation of coral bleaching in Bahrain in 1996. Directorate of Fisheries, Ministry of Works and Agricalture, State of Bahrain.",BHR
3934,Pacific,US Pacific Islands,Hawaiian Islands (USA),"Kaneohe Bay, Hawaii",21.432,-157.794,1996,,3,High,,,100,Unknown,,29,"Jokiel, P.L. personal communication to  NOAA & ReefBase (18/7/2003)",USA_HAW
3935,Asia,North and East Asia,Japan,Sesoko Island,26.627,127.872,2003,,1,Low,,"Lobophytum crassum, Porites lutea and Montipora digitata",,Unknown,,,"Hiroya Yamano in NOAA's Coral Reef Watch Project
NOAA/NESDIS website",JPN
3937,Americas,U.S. Caribbean,United States,Western Sambo,24.49,-81.66,2003,,1,Low,,,,Unknown,,32.22,"Cheva Heck in NOAA's Coral Reef Watch Project
NOAA/NESDIS website",USA
3938,Americas,Northern Caribbean,Bermuda,Outer Northern Reef,32.503,-64.764,2003,,3,High,,"Millepora alcicornis, Diploria labyrithiformis",,Unknown,,30.3,"Struan R. Smith, Clayton B. Cook
in NOAA's Coral Reef Watch Project
NOAA/NESDIS website",BMU
3939,Americas,Northern Caribbean,Bermuda,"Outer rim reef, 15 km to the North of the island",32.471,-64.837,2003,,1,Low,,"Millepora alcicornis, Diploria labyrinthiformis, Agaricia  fragilis",0.3,Medium,50,,Thaddeus Murdoch in Reefbase Bleaching Report webpage.,BMU
3940,Americas,U.S. Caribbean,Puerto Rico,Culebra Island,18.29,-65.25,2003,1-15m,1,Low,,"Millepora alcicornis, Porites astreoides, Siderastrea
siderea and Montastrea annularis.",,No Mortality,,28.5,Edwin Hernandez [coral_giac@yahoo.com] in Coral-list@coral.aoml.noaa.gov 30 Sept 2003,PRI
3941,Americas,Mesoamerica,Mexico,"Between Puerto Morelos and Cancun (NE Yucat�n, M�xico)",20.833,-86.868,2003,1m-4m,2,Medium,,"Millepora alcicornis, Briareum asbestinum, Montastraea annularis, M. faveolata, Acropora palmata, A. tennuifolia, D. strigosa,  S. siderea, Porites furcata, Eunicea sp, Palythoa caribbea.",35,No Mortality,,29.3,Rosa Rodr�guez [rosaer@mar.icmyl.unam.mx] in Coral-list@coral.aoml.noaa.gov 30 Sept 2003 and ReefBase belaching website,MEX
3942,Americas,Northern Caribbean,Cuba,City of Santiago de Cuba,19.9613,-75.871,2003,10-25m,1,Low,,"Siderastrea siderea, Montastrea annularis, M. faveolata, Diploria sp.",,No Mortality,,,Pedro Alcolado [alcolado@ama.cu] in Coral-list@coral.aoml.noaa.gov 30 Sept 2003,CUB
3943,Americas,U.S. Caribbean,Virgin Islands (U.S.),"Virgin Islands National Park, in St. John, USVI",18.322,-64.752,2003,6-17 meters,1,Low,,"Millepora alcicornis,Agaricia agaricites,  Siderastrea siderea, Montastraea annularis (complex), Porites porites, and P. astreoides, Diploria labyrinthiformis, Colpophyllia
natans, Leptoseris cuculata",,No Mortality,,4,Jeff Miller [jeffmiller@islands.vi] in Coral-list@coral.aoml.noaa.gov 4 Oct 2003,VIR
3944,Americas,U.S. Caribbean,Puerto Rico,South West,17.914,-67.223,2003,0.5 to 25 m,3,High,,"Milleporids alcicornis, M.faveolata, M. franksi, S.siderea, C.natans, P.porites, P.astreoides",,No Mortality,,,"Ernesto Weil [eweil@caribe.net] in Coral-list@coral.aoml.noaa.gov 6 Oct 2003, and updated on 6/11/2003",PRI
3945,Pacific,Micronesia,Northern Mariana Islands,Northern Mariana Islands Chain,20.546,144.886,2003,0-50 ft.,2,Medium,,"Pocillopora verrucosa, Montipora foveolata, Montipora verrucosa, Pocillopora elegans, Acropora humulis",50,Unknown,,,Peter C. Houk personal communication to ReefBase,NMI
3946,Americas,Eastern Caribbean,St. Vincent and the Grenadines,Tobago Cays,12.634,-61.35,2003,0.5-4m,1,Low,,"Agaricia sp., Montastrea  annularis, Acropora  palmata, Condylactis gigantea, Palythoa caribaeorum",,Unknown,,,Clare Morrall [CMorrall@sgu.edu] in Coral-list@coral.aoml.noaa.gov 31 Oct 2003,VCT
3950,Americas,Northern Caribbean,Cuba,Cayo Coco (North-center of Cuba),22.55,-78.04,2003,12-18m,1,Low,,,20,Unknown,,,Pedro Alcolado [alcolado@ama.cu] in Coral-list@coral.aoml.noaa.gov 31 Oct 2003,CUB
3951,Americas,Northern Caribbean,Cuba,"Bay of Nuevitas, North of Camag�ey",21.06,-77.08,2003,,2,Medium,,,20,Unknown,,,Personal communication to ReefBase by Pedro M. Alcolado [alcolado@ama.cu] on behalf of the ScubaCuba Sharks Friends Dive Center of Cubanac�n N�utica Volunteer Monitoring Network.,CUB
3952,Americas,Northern Caribbean,Cuba,Cienfuegos Bay,22.03,-80.433,2003,,0,No Bleaching,,,,Unknown,,,Personal communication to ReefBase by Pedro M. Alcolado [alcolado@ama.cu] on behalf of the ScubaCuba Faro Luna Dive Center of Cubanac�n N�utica Volunteer Monitoring Network.,CUB
3954,Americas,Northern Caribbean,Cuba,"Cayo Levisa (North of Pinar del R�o Province, NW of Cuba)",22.883,-83.547,2003,,2,Medium,,,,Unknown,,,Pedro Alcolado [alcolado@ama.cu] personal communication to ReefBase.,CUB
3955,Americas,Northern Caribbean,Cuba,Havana City,23.154,-82.406,2003,,0,No Bleaching,,,,Unknown,,,Pedro Alcolado [alcolado@ama.cu] personal communication to ReefBase.,CUB
3956,Americas,U.S. Caribbean,Virgin Islands (U.S.),Buck Island Reef National Monument,17.791,-64.604,2003,1-4m,-1,Unknown,,"Porites divaricata, Montastrea annularis, Diploria strigosa, Diploria labyrinthiformis, Siderastrea siderea, Agaricia agaricites",,Unknown,,,"Zandy Hillis-Starr, Buck Island Reef National Monument, National Park Service at NOAA bleaching report at
http://orbit-net.nesdis.noaa.gov/orad/sub/bleaching_report_index.html",VIR
